Index,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,parking_spaces,total_of_special_requests,y_pred,y_pred_proba,timestamp
29358,City Hotel,58,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,79.2,0,1,0,0.1860262951291433,2017-02-08
29359,City Hotel,98,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,79.2,0,2,0,0.2854158745954588,2017-02-08
29360,City Hotel,11,1,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,83.8,1,0,0,0.04500950314076982,2017-02-08
29361,City Hotel,58,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,79.2,0,1,0,0.1860262951291433,2017-02-08
29362,Resort Hotel,10,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,45.0,0,1,0,0.30855551165181544,2017-02-08
29363,City Hotel,0,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,1,0.8183242677280954,2017-02-08
29364,City Hotel,33,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,60.94,0,1,0,0.0884597077368853,2017-02-08
29365,Resort Hotel,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,1,0.6135419064475326,2017-02-08
29366,City Hotel,2,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,97.0,0,1,1,0.7907583436891177,2017-02-08
29367,City Hotel,1,0,1,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,57.06,0,1,0,0.2073625489868399,2017-02-08
29368,City Hotel,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,UNK,243.0,0,Transient-Party,93.0,0,0,1,0.6328364681424776,2017-02-08
29369,City Hotel,10,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,1,0,0.24550231259985988,2017-02-08
29370,Resort Hotel,2,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,0,No Deposit,UNK,514.0,0,Transient,43.0,0,0,1,0.5824524140166074,2017-02-08
29371,Resort Hotel,18,2,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,UNK,0,Transient,111.0,0,1,1,0.6121881605449073,2017-02-08
29372,City Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,12.0,0,0,1,0.7259153244596346,2017-02-08
29373,City Hotel,52,2,5,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,74.8,0,1,0,0.19868654562728275,2017-02-08
29374,Resort Hotel,7,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,2,1,0.5727169364300826,2017-02-08
29375,Resort Hotel,7,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,2,1,0.5727169364300826,2017-02-08
29376,Resort Hotel,7,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient-Party,43.0,0,2,1,0.5727169364300826,2017-02-08
29377,City Hotel,59,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,79.2,0,1,0,0.1860262951291433,2017-02-08
29378,City Hotel,31,2,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,64.14,0,1,0,0.10869132018814007,2017-02-08
29379,Resort Hotel,19,2,5,1,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171.0,UNK,0,Transient,43.71,0,0,0,0.04174012947431761,2017-02-08
29380,City Hotel,59,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,79.2,0,1,1,0.8382319891580012,2017-02-08
29381,City Hotel,7,0,1,2,0.0,0,BB,JPN,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,113.0,0,0,0,0.2160449480154981,2017-02-08
29382,City Hotel,7,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,113.0,0,0,0,0.37577930817637273,2017-02-08
29383,City Hotel,7,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,UNK,UNK,0,Transient,113.0,0,0,0,0.37577930817637273,2017-02-08
29384,City Hotel,15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,91.8,0,1,1,0.7853811316969476,2017-02-08
29385,City Hotel,0,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,0,0.36003975964398194,2017-02-08
29386,Resort Hotel,1,0,1,2,0.0,0,BB,DNK,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,UNK,0,Transient,75.0,1,0,0,0.019839286218409705,2017-02-08
29387,City Hotel,0,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,93.0,0,0,1,0.7333907050093748,2017-02-08
29388,City Hotel,2,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,1,1,0.7907583436891177,2017-02-08
29389,Resort Hotel,44,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,UNK,0,Contract,36.12,0,0,0,0.033248502569013336,2017-02-08
29390,Resort Hotel,6,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,UNK,0,Transient,56.0,0,2,0,0.09683007752384669,2017-02-08
29391,Resort Hotel,0,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,48.0,0,1,1,0.6600652275747373,2017-02-09
29392,City Hotel,141,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,1,1,0.6756871963385497,2017-02-09
29393,City Hotel,31,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,UNK,0,Transient,90.1,0,1,0,0.12630147492809363,2017-02-09
29394,City Hotel,23,2,5,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,UNK,0,Transient,59.5,0,0,0,0.07930111077268008,2017-02-09
29395,City Hotel,2,0,2,2,0.0,0,BB,AGO,Direct,TA/TO,1,0,1,A,D,0,No Deposit,UNK,UNK,0,Transient,98.0,0,2,1,0.7342623259665355,2017-02-09
29396,City Hotel,15,2,4,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,108.8,0,3,0,0.44771754527029484,2017-02-09
29397,City Hotel,120,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,108.49,0,3,0,0.062295741719196794,2017-02-09
29398,City Hotel,3,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,88.0,0,3,0,0.3244446417111443,2017-02-09
29399,City Hotel,14,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,UNK,0,Transient,198.0,0,1,0,0.32427919683800993,2017-02-09
29400,Resort Hotel,17,1,2,2,0.0,0,HB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,UNK,0,Transient,69.3,0,1,0,0.04135994535367536,2017-02-09
29401,Resort Hotel,1,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.15524384739660912,2017-02-09
29402,Resort Hotel,7,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,UNK,0,Transient,66.0,0,2,0,0.07592331919084733,2017-02-09
29403,Resort Hotel,5,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,55.0,1,1,0,0.052682504324264676,2017-02-09
29404,City Hotel,17,2,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,UNK,0,Transient,74.8,0,2,0,0.20826394252760375,2017-02-09
29405,Resort Hotel,1,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,43.0,0,2,1,0.6268701294141632,2017-02-09
29406,Resort Hotel,37,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,314.0,UNK,0,Transient,58.4,0,1,0,0.04856378044190948,2017-02-09
29407,Resort Hotel,0,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,68.0,0,0,0,0.43341488380718407,2017-02-09
29408,Resort Hotel,1,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.12323749700010503,2017-02-09
29409,Resort Hotel,3,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,68.0,0,2,1,0.6714923389947657,2017-02-09
29410,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,48.0,0,0,1,0.6577096690258948,2017-02-09
29411,Resort Hotel,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,55.0,1,2,0,0.036320140891424865,2017-02-09
29412,Resort Hotel,0,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.12790123880247042,2017-02-09
29413,City Hotel,23,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,51.5,0,0,1,0.6444010967550327,2017-02-09
29414,Resort Hotel,0,0,1,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,UNK,0,Transient,35.11,0,0,0,0.14118525442381577,2017-02-09
29415,Resort Hotel,0,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,4,A,A,0,No Deposit,UNK,UNK,0,Transient,48.0,0,0,1,0.640244905313558,2017-02-09
29416,Resort Hotel,0,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,UNK,UNK,0,Transient,68.0,0,0,1,0.6987904859889681,2017-02-09
29417,Resort Hotel,20,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,467.0,UNK,0,Transient,34.56,0,0,0,0.10093236655902806,2017-02-09
29418,City Hotel,33,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,UNK,0,Transient,128.0,0,2,0,0.38736578789017434,2017-02-09
29419,City Hotel,116,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,60.98,0,1,0,0.08297200666432304,2017-02-09
29420,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient-Party,48.0,0,1,1,0.6286668600053329,2017-02-09
29421,City Hotel,10,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,2,0,0.3298132827942513,2017-02-09
29422,Resort Hotel,2,4,10,2,0.0,0,SC,PRT,Direct,Direct,1,0,1,A,I,6,No Deposit,UNK,UNK,0,Transient,0.0,0,1,1,0.5727363304940628,2017-02-09
29423,City Hotel,14,1,2,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,2,0,0.2177487463741281,2017-02-09
29424,Resort Hotel,11,0,2,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,UNK,0,Transient,48.0,0,3,0,0.05768987332141867,2017-02-09
29425,Resort Hotel,5,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,UNK,0,Transient,73.0,0,0,1,0.7253420525560101,2017-02-09
29426,Resort Hotel,14,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,80.0,0,2,1,0.534345675573979,2017-02-09
29427,Resort Hotel,14,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,80.0,0,3,1,0.534345675573979,2017-02-09
29428,Resort Hotel,2,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,UNK,0,Transient,60.0,0,1,0,0.08073355751831918,2017-02-09
29429,Resort Hotel,2,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,UNK,0,Transient,60.0,0,1,0,0.08073355751831918,2017-02-09
29430,Resort Hotel,2,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,2,0,0.10487744940626025,2017-02-09
29431,Resort Hotel,2,0,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,UNK,0,Transient,33.11,0,1,0,0.05506608799882923,2017-02-09
29432,Resort Hotel,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,1,1,0,0.05431271040759766,2017-02-09
29433,Resort Hotel,1,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.12948329563879557,2017-02-09
29434,Resort Hotel,1,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,UNK,0,Transient,34.0,0,0,0,0.12038199682127104,2017-02-09
29435,Resort Hotel,32,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,UNK,0,Transient,35.11,0,1,0,0.4861710222134341,2017-02-09
29436,Resort Hotel,37,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,UNK,0,Transient,110.0,0,2,0,0.04867356264316415,2017-02-09
29437,Resort Hotel,5,0,2,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,UNK,0,Transient,80.0,0,1,1,0.6001116632089513,2017-02-09
29438,Resort Hotel,3,0,2,2,1.0,0,Undefined,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,250.0,UNK,0,Transient-Party,163.0,1,2,0,0.02856426171022222,2017-02-09
29439,City Hotel,18,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,91.8,0,0,0,0.4145333755844283,2017-02-09
29440,City Hotel,10,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,0,0.4145333755844283,2017-02-09
29441,Resort Hotel,3,0,2,2,0.0,0,Undefined,BRA,Direct,Direct,0,0,0,A,C,1,No Deposit,250.0,UNK,0,Transient-Party,122.0,0,1,0,0.15020054084308404,2017-02-09
29442,City Hotel,17,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,97.0,1,0,0,0.03419681525939924,2017-02-09
29443,Resort Hotel,10,2,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,UNK,0,Transient,69.96,0,1,0,0.06683367426944804,2017-02-09
29444,City Hotel,25,0,2,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,90.0,0,0,0,0.11378280887820494,2017-02-09
29445,City Hotel,17,0,2,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,57.06,0,0,0,0.05974338800435158,2017-02-09
29446,City Hotel,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,108.0,0,0,1,0.7297250755873065,2017-02-09
29447,City Hotel,28,2,3,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,9.0,UNK,0,Transient,158.1,0,2,0,0.39296623553804005,2017-02-09
29448,City Hotel,12,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,97.0,0,0,0,0.3110161728650659,2017-02-09
29449,City Hotel,12,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,0,0.3110161728650659,2017-02-09
29450,City Hotel,14,2,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,134.3,0,1,1,0.7756889068304601,2017-02-09
29451,City Hotel,7,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,UNK,0,Transient,134.3,0,0,0,0.28473108937718555,2017-02-09
29452,Resort Hotel,98,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,53.8,1,2,0,0.011525666149653785,2017-02-09
29453,City Hotel,35,0,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,108.26,0,2,0,0.046007035899947445,2017-02-09
29454,Resort Hotel,31,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,UNK,0,Transient,34.0,0,1,0,0.059444385646124975,2017-02-09
29455,City Hotel,16,0,2,2,0.0,0,BB,GRC,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.058641030904122246,2017-02-09
29456,City Hotel,4,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,UNK,0,Transient,118.0,0,0,1,0.7969468274256791,2017-02-09
29457,City Hotel,1,0,2,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,UNK,UNK,0,Transient,51.5,1,1,0,0.04512372237733554,2017-02-09
29458,City Hotel,12,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,0,0.4145333755844283,2017-02-09
29459,City Hotel,19,0,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,UNK,0,Transient,120.5,0,1,0,0.2705467945707162,2017-02-09
29460,City Hotel,7,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,UNK,0,Transient,91.8,0,0,0,0.28473108937718555,2017-02-09
29461,City Hotel,31,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,2,0,0.3298132827942513,2017-02-09
29462,Resort Hotel,1,0,2,2,0.0,0,BB,UNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,UNK,0,Transient,48.0,0,1,0,0.42372439517635935,2017-02-09
29463,Resort Hotel,17,4,10,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,75.0,UNK,0,Transient,30.0,0,0,1,0.556505723449206,2017-02-09
29464,City Hotel,11,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,54.71,0,0,0,0.13800806819656253,2017-02-09
29465,Resort Hotel,178,4,10,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,UNK,0,Transient,45.0,0,0,0,0.05339616373937197,2017-02-09
29466,City Hotel,141,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,1,0,0.08409259365957605,2017-02-09
29467,City Hotel,1,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,1,0.8183242677280954,2017-02-09
29468,City Hotel,41,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,90.1,0,0,0,0.4124085330187564,2017-02-09
29469,City Hotel,16,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.11378280887820494,2017-02-09
29470,City Hotel,77,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,86.0,UNK,0,Transient,77.52,0,0,0,0.14416886526485295,2017-02-09
29471,City Hotel,43,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,UNK,0,Transient,72.12,0,1,0,0.0840017864792582,2017-02-09
29472,City Hotel,8,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,54.71,0,1,0,0.10936791625017789,2017-02-09
29473,City Hotel,105,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,3,No Deposit,9.0,UNK,0,Transient,93.6,0,1,0,0.2215874130315964,2017-02-09
29474,City Hotel,78,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,79.2,0,1,0,0.20891638342092272,2017-02-09
29475,City Hotel,230,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,90.0,0,3,0,0.2299464465001615,2017-02-09
29476,City Hotel,60,0,2,2,0.0,0,BB,MCO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,73.46,0,1,0,0.0895096323527989,2017-02-09
29477,City Hotel,9,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,100.8,0,0,0,0.3110161728650659,2017-02-09
29478,Resort Hotel,4,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,467.0,UNK,0,Transient,34.56,0,0,0,0.12857305257010476,2017-02-09
29479,City Hotel,33,1,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,118.0,0,1,0,0.38417654614140584,2017-02-09
29480,Resort Hotel,11,1,2,2,0.0,0,HB,POL,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,UNK,0,Transient,55.0,0,1,0,0.08683528422101076,2017-02-09
29481,City Hotel,3,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,88.0,0,0,0,0.4223683757664993,2017-02-09
29482,Resort Hotel,122,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,UNK,0,Transient,42.81,0,1,0,0.06055359100678351,2017-02-09
29483,City Hotel,98,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,77.0,0,3,0,0.11791133544757462,2017-02-09
29484,City Hotel,98,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,UNK,0,Transient,77.0,0,3,0,0.11791133544757462,2017-02-09
29485,City Hotel,142,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,UNK,0,Transient,75.0,0,0,0,0.08366017726038968,2017-02-09
29486,City Hotel,16,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,74.8,0,1,0,0.3298132827942513,2017-02-09
29487,City Hotel,9,1,2,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,UNK,0,Transient,112.42,0,1,0,0.063854291149076,2017-02-09
29488,City Hotel,79,1,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,79.2,0,3,0,0.18428856221761872,2017-02-09
29489,City Hotel,7,0,2,2,1.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,UNK,0,Transient,128.0,0,2,1,0.7040431004158504,2017-02-09
29490,City Hotel,0,0,2,3,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,UNK,0,Transient,272.0,0,0,0,0.1513134030173527,2017-02-09
29491,Resort Hotel,0,0,1,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,48.0,0,1,1,0.6472555159735007,2017-02-09
29492,City Hotel,91,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,UNK,0,Transient,93.6,0,2,0,0.18428856221761872,2017-02-09
29493,City Hotel,1,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,94.0,UNK,0,Transient,65.0,0,1,1,0.74007790578885,2017-02-09
29494,City Hotel,0,0,1,1,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,UNK,UNK,0,Transient,88.0,0,0,1,0.7221811229865263,2017-02-09
29495,City Hotel,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,3,No Deposit,14.0,UNK,0,Transient,78.4,1,0,0,0.06968559796535642,2017-02-09
